id,prompt,target_concept,category,difficulty,template_id
synthetic_action_013,a robot painting a mural at a small desk,painting a mural,synthetic_action,medium,action_unusual
synthetic_action_014,a group of friends painting a mural under warm lights,painting a mural,synthetic_action,medium,action_group
synthetic_action_015,a tiny mascot painting a mural near a chalkboard,painting a mural,synthetic_action,hard,action_character
synthetic_action_016,a mechanic repairing a machine in a quiet library,repairing a machine,synthetic_action,easy,action_indoor
synthetic_action_017,a painter repairing a machine beside a window,repairing a machine,synthetic_action,easy,action_person
synthetic_action_018,a robot repairing a machine at a small desk,repairing a machine,synthetic_action,medium,action_unusual
synthetic_action_019,a group of friends repairing a machine under warm lights,repairing a machine,synthetic_action,medium,action_group
synthetic_action_020,a tiny mascot repairing a machine near a chalkboard,repairing a machine,synthetic_action,hard,action_character
synthetic_action_021,a retired coach playing golf in a quiet library,playing golf,synthetic_action,easy,action_indoor
synthetic_action_022,a painter playing golf beside a window,playing golf,synthetic_action,easy,action_person
synthetic_action_023,a robot playing golf at a small desk,playing golf,synthetic_action,medium,action_unusual
synthetic_action_024,a group of friends playing golf under warm lights,playing golf,synthetic_action,medium,action_group
synthetic_action_025,a tiny mascot playing golf near a chalkboard,playing golf,synthetic_action,hard,action_character
synthetic_action_026,a child chasing a balloon in a quiet library,chasing a balloon,synthetic_action,easy,action_indoor
synthetic_action_027,a painter chasing a balloon beside a window,chasing a balloon,synthetic_action,easy,action_person
synthetic_action_028,a robot chasing a balloon at a small desk,chasing a balloon,synthetic_action,medium,action_unusual
synthetic_action_029,a group of friends chasing a balloon under warm lights,chasing a balloon,synthetic_action,medium,action_group
synthetic_action_030,a tiny mascot chasing a balloon near a chalkboard,chasing a balloon,synthetic_action,hard,action_character
synthetic_action_031,a guard guarding a doorway in a quiet library,guarding a doorway,synthetic_action,easy,action_indoor
synthetic_action_032,a painter guarding a doorway beside a window,guarding a doorway,synthetic_action,easy,action_person
synthetic_action_033,a robot guarding a doorway at a small desk,guarding a doorway,synthetic_action,medium,action_unusual
synthetic_action_034,a group of friends guarding a doorway under warm lights,guarding a doorway,synthetic_action,medium,action_group
synthetic_action_035,a tiny mascot guarding a doorway near a chalkboard,guarding a doorway,synthetic_action,hard,action_character
synthetic_action_036,a detective solving a puzzle in a quiet library,solving a puzzle,synthetic_action,easy,action_indoor
synthetic_action_037,a painter solving a puzzle beside a window,solving a puzzle,synthetic_action,easy,action_person
synthetic_action_038,a robot solving a puzzle at a small desk,solving a puzzle,synthetic_action,medium,action_unusual
synthetic_action_039,a group of friends solving a puzzle under warm lights,solving a puzzle,synthetic_action,medium,action_group
synthetic_action_040,a tiny mascot solving a puzzle near a chalkboard,solving a puzzle,synthetic_action,hard,action_character
synthetic_action_041,a chef cooking breakfast in a quiet library,cooking breakfast,synthetic_action,easy,action_indoor
synthetic_action_042,a painter cooking breakfast beside a window,cooking breakfast,synthetic_action,easy,action_person
synthetic_action_043,a robot cooking breakfast at a small desk,cooking breakfast,synthetic_action,medium,action_unusual
synthetic_action_044,a group of friends cooking breakfast under warm lights,cooking breakfast,synthetic_action,medium,action_group
synthetic_action_045,a tiny mascot cooking breakfast near a chalkboard,cooking breakfast,synthetic_action,hard,action_character
synthetic_action_046,a traveler reading a map in a quiet library,reading a map,synthetic_action,easy,action_indoor
synthetic_action_047,a painter reading a map beside a window,reading a map,synthetic_action,easy,action_person
synthetic_action_048,a robot reading a map at a small desk,reading a map,synthetic_action,medium,action_unusual
synthetic_action_049,a group of friends reading a map under warm lights,reading a map,synthetic_action,medium,action_group
synthetic_action_050,a tiny mascot reading a map near a chalkboard,reading a map,synthetic_action,hard,action_character
