id,prompt,target_concept,category,dataset,difficulty,template_id,prompt_set,seed,source_filename,caption_variant,image_file,source_file,franchise,rights_holder,subcategory,region,role
celebcaption_barack_obama_001_summary_with_name,Barack Obama smiling and speaking into a microphone.,barack obama,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,barack_obama.jsonl,,,,,
celebcaption_barack_obama_002_summary_with_name,Barack Obama speaking with a microphone in hand,barack obama,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,barack_obama.jsonl,,,,,
celebcaption_barack_obama_003_summary_with_name,Barack Obama smiling broadly with eyes closed in formal attire.,barack obama,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,barack_obama.jsonl,,,,,
celebcaption_barack_obama_004_detailed_with_name,"Barack Obama is standing near a body of water with cliffs and greenery in the background, wearing a light blue button-down shirt. The photo captures a casual outdoor moment with Barack Obama speaking or posing directly towards the camera.",barack obama,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,barack_obama.jsonl,,,,,
celebcaption_barack_obama_005_detailed_with_name,"Barack Obama is shown speaking while holding a microphone, dressed in a black suit and gray shirt, against a dark background. He appears to be engaged in a public speaking event, using hand gestures to emphasize his points.",barack obama,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,barack_obama.jsonl,,,,,
celebcaption_belcalis_almanzar_001_summary_with_name,Belcalis Almanzar wears a unique headpiece and patterned jacket.,belcalis almanzar,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,belcalis_almanzar.jsonl,,,,,
celebcaption_belcalis_almanzar_002_summary_with_name,"Belcalis Almanzar in a black dress with gold accessories, on stairs.",belcalis almanzar,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,belcalis_almanzar.jsonl,,,,,
celebcaption_belcalis_almanzar_003_summary_with_name,Belcalis Almanzar takes a selfie with voluminous curly hair.,belcalis almanzar,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,belcalis_almanzar.jsonl,,,,,
celebcaption_belcalis_almanzar_004_detailed_with_name,"Belcalis Almanzar is shown in a close-up image with perfectly styled dark hair slicked back and neatly parted to the side. She wears bold red lipstick, long eyelashes, and subtle eye shadow that highlight her facial features.",belcalis almanzar,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,belcalis_almanzar.jsonl,,,,,
celebcaption_belcalis_almanzar_005_detailed_with_name,"Belcalis Almanzar is wearing a tailored multi-colored checkered skirt suit with a deep neckline and a gold chain belt. She accessorizes with a unique, tall gold wire hat partially covering her face and holds a round black handbag.",belcalis almanzar,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,belcalis_almanzar.jsonl,,,,,
celebcaption_benedict_cumberbatch_001_summary_with_name,Benedict Cumberbatch wears black suit at formal event.,benedict cumberbatch,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,benedict_cumberbatch.jsonl,,,,,
celebcaption_benedict_cumberbatch_002_summary_with_name,Benedict Cumberbatch giving an animated interview at an event.,benedict cumberbatch,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,benedict_cumberbatch.jsonl,,,,,
celebcaption_benedict_cumberbatch_003_summary_with_name,Benedict Cumberbatch in a black suit at a formal event.,benedict cumberbatch,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,benedict_cumberbatch.jsonl,,,,,
celebcaption_benedict_cumberbatch_004_detailed_with_name,"Benedict Cumberbatch is seen wearing a black suit, white shirt, and black tie, standing against a backdrop featuring the logos of MUFG and Montblanc. He has neatly styled hair and a composed expression at what appears to be a formal event or premiere.",benedict cumberbatch,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,benedict_cumberbatch.jsonl,,,,,
celebcaption_benedict_cumberbatch_005_detailed_with_name,"Benedict Cumberbatch is seen standing in an office environment, leaning slightly against a desk with a focused expression. He is wearing a dark sweater over a light pink shirt, with other people and office equipment visible in the background, highlighting a professional setting.",benedict cumberbatch,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,benedict_cumberbatch.jsonl,,,,,
celebcaption_beyonce_001_summary_with_name,Beyonce sings on stage with backup dancers in white.,beyonce,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,beyonce.jsonl,,,,,
celebcaption_beyonce_002_summary_with_name,Beyonce performs on stage in a shimmering gold gown.,beyonce,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,beyonce.jsonl,,,,,
celebcaption_beyonce_003_summary_with_name,Beyonce performs on stage in a dramatic black feathered dress.,beyonce,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,beyonce.jsonl,,,,,
celebcaption_beyonce_004_detailed_with_name,"Beyonce is sitting in the driver's seat of a vintage light blue car, looking directly at the camera while wearing a luxurious white fur coat and long braided hair. Her left arm rests inside the car window, adorned with multiple rings and bracelets, giving a glamorous and powerful vibe.",beyonce,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,beyonce.jsonl,,,,,
celebcaption_beyonce_005_detailed_with_name,"Beyonce is performing on stage with a group of backup dancers, all wearing coordinated black outfits and boots. The stage is brightly lit, and a large screen behind them displays a close-up of Beyonce singing into a microphone.",beyonce,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,beyonce.jsonl,,,,,
celebcaption_bill_gates_001_summary_with_name,Bill Gates sits smiling under the Microsoft logo.,bill gates,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,bill_gates.jsonl,,,,,
celebcaption_bill_gates_002_summary_with_name,Bill Gates working at his desk in an office with an ocean view.,bill gates,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,bill_gates.jsonl,,,,,
celebcaption_bill_gates_003_summary_with_name,Bill Gates sits in an office chair at a desk.,bill gates,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,bill_gates.jsonl,,,,,
celebcaption_bill_gates_004_detailed_with_name,"Bill Gates is shown with a slight smirk on his face, wearing glasses and looking off to the side against a blurred blue background. His expression suggests he is in a thoughtful or reflective moment during a public appearance or event.",bill gates,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,bill_gates.jsonl,,,,,
celebcaption_bill_gates_005_detailed_with_name,"Bill Gates is standing on a balcony against a backdrop of modern office buildings, wearing a navy blue cable-knit sweater over a light blue collared shirt and glasses, with one hand resting on the railing and the other in his pocket.",bill gates,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,bill_gates.jsonl,,,,,
celebcaption_billie_eilish_001_summary_with_name,Billie Eilish in black outfit with gold necklace on yellow background.,billie eilish,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,billie_eilish.jsonl,,,,,
celebcaption_billie_eilish_002_summary_with_name,Billie Eilish with platinum blonde hair and thoughtful expression.,billie eilish,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,billie_eilish.jsonl,,,,,
celebcaption_billie_eilish_003_summary_with_name,Billie Eilish poses with bright yellow hair and a thoughtful expression.,billie eilish,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,billie_eilish.jsonl,,,,,
celebcaption_billie_eilish_004_detailed_with_name,"The image features Billie Eilish in two distinct styles: on the left, she is dressed in a bright yellow outfit with layered necklaces against a yellow background, while on the right, a black-and-white close-up shows her holding a microphone and a cigarette, wearing a dark oversized shirt and multiple rings. The text 'POP FUSION PRINTS' appears beneath the black-and-white photo.",billie eilish,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,billie_eilish.jsonl,,,,,
celebcaption_billie_eilish_005_detailed_with_name,"Billie Eilish is passionately singing into a large studio microphone while wearing black headphones and a black outfit, set against a bright yellow background. Her long, platinum blonde hair contrasts with her dark clothing and the vibrant backdrop, highlighting her expressive performance.",billie eilish,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,billie_eilish.jsonl,,,,,
celebcaption_blake_lively_001_summary_with_name,Blake Lively smiling at an event wearing a white shirt.,blake lively,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,blake_lively.jsonl,,,,,
celebcaption_blake_lively_002_summary_with_name,Blake Lively poses on the red carpet in an elegant red gown.,blake lively,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,blake_lively.jsonl,,,,,
celebcaption_blake_lively_003_summary_with_name,Blake Lively smiles wearing a white sleeveless dress.,blake lively,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,blake_lively.jsonl,,,,,
celebcaption_blake_lively_004_detailed_with_name,"Blake Lively is seen smiling brightly in this close-up image, showcasing her light green eyes and long blonde hair. She is wearing a sheer top adorned with intricate pink and purple floral embroidery and elegant dangling earrings.",blake lively,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,blake_lively.jsonl,,,,,
celebcaption_blake_lively_005_detailed_with_name,"Blake Lively is posing at an event wearing a sleek, bright orange dress with short sleeves and a thin belt at the waist. She accessorizes with dangling earrings and a bracelet, her long blonde hair styled straight and flowing over one shoulder.",blake lively,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,blake_lively.jsonl,,,,,
celebcaption_brad_pitt_001_summary_with_name,Black and white detailed portrait of Brad Pitt with earpiece.,brad pitt,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,brad_pitt.jsonl,,,,,
celebcaption_brad_pitt_002_summary_with_name,Brad Pitt poses relaxed with a cloudy sky background.,brad pitt,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,brad_pitt.jsonl,,,,,
celebcaption_brad_pitt_003_summary_with_name,Close-up black-and-white portrait of Brad Pitt with intense expression.,brad pitt,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,brad_pitt.jsonl,,,,,
celebcaption_brad_pitt_004_detailed_with_name,"This is a highly detailed and realistic colored pencil drawing of Brad Pitt, capturing his facial features, light beard, and medium-length hair with great precision. The portrait shows him wearing a white shirt, with careful shading and texture that highlight his expression and skin tones.",brad pitt,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,brad_pitt.jsonl,,,,,
celebcaption_brad_pitt_005_detailed_with_name,"This hyper-realistic digital portrait features Brad Pitt with a finely detailed face showing subtle wrinkles and light stubble. He is wearing a blue crew neck shirt under a brown leather jacket with a prominent zipper, posed against a warm, softly blurred background.",brad pitt,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,brad_pitt.jsonl,,,,,
celebcaption_britney_spears_001_summary_with_name,Britney Spears smiling with blonde hair and blue necklace.,britney spears,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,britney_spears.jsonl,,,,,
celebcaption_britney_spears_002_summary_with_name,Britney Spears sitting cross-legged smiling on wooden floor.,britney spears,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,britney_spears.jsonl,,,,,
celebcaption_britney_spears_003_summary_with_name,Britney Spears sings energetically in a pink and white outfit.,britney spears,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,britney_spears.jsonl,,,,,
celebcaption_britney_spears_004_detailed_with_name,"Britney Spears is seen smiling in a close-up photo at what appears to be a busy indoor event, wearing a white dress and a sparkling necklace with her blonde hair styled straight and parted to the side.",britney spears,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,britney_spears.jsonl,,,,,
celebcaption_britney_spears_005_detailed_with_name,"Britney Spears is seated on the floor against a plain backdrop, wearing a loose pink button-up shirt over a pink top, paired with embellished blue jeans and strappy pink sandals. Her blonde hair is styled in a shoulder-length cut, and she has subtle makeup with purple eye shadow.",britney spears,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,britney_spears.jsonl,,,,,
celebcaption_bruce_springsteen_001_summary_with_name,Bruce Springsteen passionately performs live with microphone and guitar.,bruce springsteen,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,bruce_springsteen.jsonl,,,,,
celebcaption_bruce_springsteen_002_summary_with_name,Bruce Springsteen plays guitar to a huge crowd outdoors.,bruce springsteen,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,bruce_springsteen.jsonl,,,,,
celebcaption_bruce_springsteen_003_summary_with_name,Bruce Springsteen performs live with a fellow guitarist on stage.,bruce springsteen,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,bruce_springsteen.jsonl,,,,,
celebcaption_bruce_springsteen_004_detailed_with_name,"Bruce Springsteen is performing on a large stage with multiple band members under a bright, curved array of stage lights, in front of a large crowd. The setup includes guitars, drums, and keyboards, showcasing a dynamic live concert environment.",bruce springsteen,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,bruce_springsteen.jsonl,,,,,
celebcaption_bruce_springsteen_005_detailed_with_name,"Bruce Springsteen is performing on stage, playing an electric guitar with intense focus. He is wearing a red button-up shirt and black pants, with stage lights illuminating him from above, and other band members are visible in the background.",bruce springsteen,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,bruce_springsteen.jsonl,,,,,
celebcaption_cate_blanchett_001_summary_with_name,Cate Blanchett poses in a shimmering gown at AACTA Awards.,cate blanchett,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,cate_blanchett.jsonl,,,,,
celebcaption_cate_blanchett_002_summary_with_name,Cate Blanchett poses in an embellished gown with striking earrings.,cate blanchett,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,cate_blanchett.jsonl,,,,,
celebcaption_cate_blanchett_003_summary_with_name,Cate Blanchett poses in sequined gown at AACTA Awards.,cate blanchett,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,cate_blanchett.jsonl,,,,,
celebcaption_cate_blanchett_004_detailed_with_name,"Cate Blanchett is pictured at a formal event wearing a sequined dress with a deep neckline. Her blonde hair is styled loosely, and she has a subtle makeup look, focusing on her eyes and soft pink lipstick.",cate blanchett,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,cate_blanchett.jsonl,,,,,
celebcaption_cate_blanchett_005_detailed_with_name,"Cate Blanchett is pictured in this close-up shot wearing a textured silver and black outfit, with her blonde hair styled back. She has light makeup that highlights her blue eyes and natural complexion, standing against a dark, tufted leather background.",cate blanchett,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,cate_blanchett.jsonl,,,,,
celebcaption_celine_dion_001_summary_with_name,Celine Dion in a white gown on a red carpet event.,celine dion,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,celine_dion.jsonl,,,,,
celebcaption_celine_dion_002_summary_with_name,Celine Dion in white dress with wavy hair and statement necklace.,celine dion,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,celine_dion.jsonl,,,,,
celebcaption_celine_dion_003_summary_with_name,Celine Dion attends UCLA Luminary Awards in elegant dress.,celine dion,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,celine_dion.jsonl,,,,,
celebcaption_celine_dion_004_detailed_with_name,"Celine Dion is wearing a striking, deep green sequined gown with a plunging neckline and a thigh-high slit, accessorized with matching green heels and emerald jewelry, posing confidently on a red carpet next to elegant floral decor and Grammy award symbols. The gown also features a statement belt with a decorative buckle, highlighting her waist.",celine dion,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,celine_dion.jsonl,,,,,
celebcaption_celine_dion_005_detailed_with_name,"Celine Dion is wearing a sparkling green gown with a deep V neckline and a high slit, featuring a large green bow belt at the waist. She pairs the outfit with matching green heels and emerald earrings while standing on a red carpet at an event.",celine dion,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,celine_dion.jsonl,,,,,
celebcaption_channing_tatum_001_summary_with_name,Channing Tatum in a serious conversation wearing a cowboy outfit.,channing tatum,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,channing_tatum.jsonl,,,,,
celebcaption_channing_tatum_002_summary_with_name,Channing Tatum in a close-up portrait with a casual look.,channing tatum,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,channing_tatum.jsonl,,,,,
celebcaption_channing_tatum_003_summary_with_name,Channing Tatum poses casually in a white tank top.,channing tatum,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,channing_tatum.jsonl,,,,,
celebcaption_channing_tatum_004_detailed_with_name,"Channing Tatum is depicted in this image wearing a light beige t-shirt, with a contemplative expression on his face as he looks downward. The background is softly blurred, emphasizing his thoughtful demeanor and casual attire.",channing tatum,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,channing_tatum.jsonl,,,,,
celebcaption_channing_tatum_005_detailed_with_name,"Channing Tatum is pictured wearing a light gray suit jacket over a white shirt, with a close-cropped hairstyle and a serious expression on his face. Behind him, there is a partially visible handicap sign on a dark-colored wall.",channing tatum,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,channing_tatum.jsonl,,,,,
celebcaption_chris_evans_001_summary_with_name,Chris Evans in a dark coat with a serious expression.,chris evans,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,chris_evans.jsonl,,,,,
celebcaption_chris_evans_002_summary_with_name,Chris Evans poses in a cream sweater with a contemplative look.,chris evans,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,chris_evans.jsonl,,,,,
celebcaption_chris_evans_003_summary_with_name,Chris Evans poses in a burgundy jacket against an orange background.,chris evans,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,chris_evans.jsonl,,,,,
celebcaption_chris_evans_004_detailed_with_name,"Chris Evans is shown in a close-up portrait wearing a blue shirt and a thin necklace, with well-groomed hair and beard, looking thoughtfully into the camera against a plain white background.",chris evans,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,chris_evans.jsonl,,,,,
celebcaption_chris_evans_005_detailed_with_name,"Chris Evans is shown in a close-up portrait with a full beard and short brown hair, wearing a dark blue shirt and jacket against a subtle dark background. His expression is calm and thoughtful, highlighting his blue eyes and textured facial features.",chris evans,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,chris_evans.jsonl,,,,,
celebcaption_chris_hemsworth_001_summary_with_name,Chris Hemsworth walking in airport wearing casual stylish outfit.,chris hemsworth,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,chris_hemsworth.jsonl,,,,,
celebcaption_chris_hemsworth_002_summary_with_name,Chris Hemsworth walking casually outside in sunglasses and casual wear.,chris hemsworth,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,chris_hemsworth.jsonl,,,,,
celebcaption_chris_hemsworth_003_summary_with_name,Chris Hemsworth posing in a coat during a photoshoot.,chris hemsworth,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,chris_hemsworth.jsonl,,,,,
celebcaption_chris_hemsworth_004_detailed_with_name,"Chris Hemsworth is standing outdoors on a sunny day, smiling and looking to his right. He is wearing a plain white t-shirt and black pants, with trees and a grassy area in the background.",chris hemsworth,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,chris_hemsworth.jsonl,,,,,
celebcaption_chris_hemsworth_005_detailed_with_name,"Chris Hemsworth is seen in a casual yet stylish outfit, wearing a black button-up shirt with the sleeves rolled up and black pants, complemented by a black belt and a wristwatch. He has neatly styled hair, light facial stubble, and a subtle smile while posing indoors against a decorated background.",chris hemsworth,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,chris_hemsworth.jsonl,,,,,
celebcaption_clint_eastwood_001_summary_with_name,Clint Eastwood poses casually in a signed 1997 photograph.,clint eastwood,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,clint_eastwood.jsonl,,,,,
celebcaption_clint_eastwood_002_summary_with_name,Clint Eastwood poses with arms crossed in red shirt.,clint eastwood,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,clint_eastwood.jsonl,,,,,
celebcaption_clint_eastwood_003_summary_with_name,Close-up portrait of Clint Eastwood with a neutral expression.,clint eastwood,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,clint_eastwood.jsonl,,,,,
celebcaption_clint_eastwood_004_detailed_with_name,"Clint Eastwood is shown in a close-up profile shot under clear daylight, wearing a light-colored checked jacket and squinting slightly against bright sunlight, highlighting the texture and ruggedness of his facial features.",clint eastwood,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,clint_eastwood.jsonl,,,,,
celebcaption_clint_eastwood_005_detailed_with_name,"This is a black and white close-up portrait of Clint Eastwood. He is looking to his left with a serious expression, showcasing his distinctive facial features and slightly tousled hair.",clint eastwood,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,clint_eastwood.jsonl,,,,,
celebcaption_conan_obrien_001_summary_with_name,Conan O’Brien adjusts his suit while posing against a cloudy sky.,conan obrien,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,conan_obrien.jsonl,,,,,
celebcaption_conan_obrien_002_summary_with_name,Conan O’Brien poses playfully in denim jacket and tie.,conan obrien,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,conan_obrien.jsonl,,,,,
celebcaption_conan_obrien_003_summary_with_name,Conan O’Brien in a tuxedo at a formal event.,conan obrien,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,conan_obrien.jsonl,,,,,
celebcaption_conan_obrien_004_detailed_with_name,"Conan O’Brien is depicted in a formal portrait wearing a dark suit, white shirt, and striped tie, with his red hair styled neatly. His expression is serious, and he poses with one hand raised near his face against a softly lit, gradient dark background.",conan obrien,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,conan_obrien.jsonl,,,,,
celebcaption_conan_obrien_005_detailed_with_name,"Conan O’Brien is portrayed in a professional studio portrait wearing a dark suit, light blue dress shirt, and a striped blue tie, set against a gradient blue background. He has neatly styled red hair and a composed expression, looking slightly to his right.",conan obrien,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,conan_obrien.jsonl,,,,,
celebcaption_conor_mcgregor_001_summary_with_name,Conor McGregor poses confidently at a Grammy Awards event.,conor mcgregor,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,conor_mcgregor.jsonl,,,,,
celebcaption_conor_mcgregor_002_summary_with_name,Conor McGregor poses stylishly at a high-profile event.,conor mcgregor,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,conor_mcgregor.jsonl,,,,,
celebcaption_conor_mcgregor_003_summary_with_name,Conor McGregor smiles wearing a light blue suit and tattoos.,conor mcgregor,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,conor_mcgregor.jsonl,,,,,
celebcaption_conor_mcgregor_004_detailed_with_name,"Conor McGregor is sitting in a stadium seat wearing a light gray checkered suit jacket with a white shirt and white tie, smiling broadly and making a celebratory fist gesture with his right hand. He is surrounded by other spectators who are dressed casually and appear focused on the event.",conor mcgregor,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,conor_mcgregor.jsonl,,,,,
celebcaption_conor_mcgregor_005_detailed_with_name,"Conor McGregor is posing confidently with fists raised while wearing a tailored maroon suit with black lapels, complemented by a watch on his left wrist and a groomed beard. He stands against a leafy green background with gold script lettering partially visible behind him.",conor mcgregor,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,conor_mcgregor.jsonl,,,,,
celebcaption_cristiano_ronaldo_001_summary_with_name,Cristiano Ronaldo portrait with styled hair and sports jersey.,cristiano ronaldo,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,cristiano_ronaldo.jsonl,,,,,
celebcaption_cristiano_ronaldo_002_summary_with_name,Cristiano Ronaldo smiling on the pitch wearing Manchester United jersey.,cristiano ronaldo,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,cristiano_ronaldo.jsonl,,,,,
celebcaption_cristiano_ronaldo_003_summary_with_name,Cristiano Ronaldo celebrating a goal in Real Madrid kit.,cristiano ronaldo,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,cristiano_ronaldo.jsonl,,,,,
celebcaption_cristiano_ronaldo_004_detailed_with_name,"Cristiano Ronaldo is shown running in a white Real Madrid soccer uniform complete with sponsorship and team logos, wearing bright pink cleats. His expression is focused, and he has a black armband on his left arm.",cristiano ronaldo,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,cristiano_ronaldo.jsonl,,,,,
celebcaption_cristiano_ronaldo_005_detailed_with_name,"Cristiano Ronaldo is captured mid-action wearing Portugal's national football team uniform, featuring a red and maroon gradient jersey with the number 7, and bright orange cleats as he controls the ball.",cristiano ronaldo,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,cristiano_ronaldo.jsonl,,,,,
celebcaption_daddy_yankee_001_summary_with_name,Daddy Yankee smiles while holding an award on stage.,daddy yankee,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,daddy_yankee.jsonl,,,,,
celebcaption_daddy_yankee_002_summary_with_name,Daddy Yankee posing with sunglasses against an orange background.,daddy yankee,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,daddy_yankee.jsonl,,,,,
celebcaption_daddy_yankee_003_summary_with_name,Daddy Yankee performing on stage with microphone and accessories.,daddy yankee,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,daddy_yankee.jsonl,,,,,
celebcaption_daddy_yankee_004_detailed_with_name,"Daddy Yankee is seen smiling while holding a music award on stage, dressed in a black patterned jacket, sunglasses, and a necklace. He appears to be giving a speech at a formal award ceremony with red and black lighting in the background.",daddy yankee,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,daddy_yankee.jsonl,,,,,
celebcaption_daddy_yankee_005_detailed_with_name,"Daddy Yankee is pictured wearing a shiny, metallic jacket over a black shirt, accessorized with multiple chains around his neck and dark sunglasses. He is smiling broadly while standing in a lively environment with blurred figures and colorful lighting in the background.",daddy yankee,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,daddy_yankee.jsonl,,,,,
celebcaption_daniel_radcliffe_001_summary_with_name,Close-up black and white portrait of Daniel Radcliffe.,daniel radcliffe,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,daniel_radcliffe.jsonl,,,,,
celebcaption_daniel_radcliffe_002_summary_with_name,Daniel Radcliffe poses with a drink in a black and white photo.,daniel radcliffe,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,2.jpg,daniel_radcliffe.jsonl,,,,,
celebcaption_daniel_radcliffe_003_summary_with_name,Daniel Radcliffe in a black and white serious side profile.,daniel radcliffe,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,3.jpg,daniel_radcliffe.jsonl,,,,,
celebcaption_daniel_radcliffe_004_detailed_with_name,"Daniel Radcliffe is shown in a black and white photo, looking directly at the camera with a subtle smile. He has tousled dark hair, light eyes, and a lightly stubbled face, wearing a dark shirt in a softly lit indoor setting.",daniel radcliffe,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,4.jpg,daniel_radcliffe.jsonl,,,,,
celebcaption_daniel_radcliffe_005_detailed_with_name,"Daniel Radcliffe is dressed in a dark suit with a white shirt and a black tie, buttoning one cuff while looking confidently at the camera. The photo is a black-and-white portrait that emphasizes the sharpness of his suit and his composed expression.",daniel radcliffe,celebcaption_public_figure,celebcaption,,,,,,detailed_with_name,5.jpg,daniel_radcliffe.jsonl,,,,,
celebcaption_david_beckham_001_summary_with_name,Black and white portrait of David Beckham with contemplative expression.,david beckham,celebcaption_public_figure,celebcaption,,,,,,summary_with_name,1.jpg,david_beckham.jsonl,,,,,
