id,prompt,target_concept,category,caption_variant,image_file,source_file
celebcaption_donald_trump_001_summary_with_name,Behind the scenes of Donald Trump's glamour photo shoot.,donald trump,celebcaption_public_figure,summary_with_name,1.jpg,donald_trump.jsonl
celebcaption_donald_trump_002_summary_with_name,Donald Trump points forward in a dark suit against black background.,donald trump,celebcaption_public_figure,summary_with_name,2.jpg,donald_trump.jsonl
celebcaption_donald_trump_003_summary_with_name,Donald Trump speaking at a presidential podium with US flag.,donald trump,celebcaption_public_figure,summary_with_name,3.jpg,donald_trump.jsonl
celebcaption_donald_trump_004_detailed_with_name,"Donald Trump is seen wearing a dark navy suit with a white shirt and a bright red tie, waving his right hand. He is outdoors with a blurred background of vehicles and another person wearing sunglasses and a mask.",donald trump,celebcaption_public_figure,detailed_with_name,4.jpg,donald_trump.jsonl
celebcaption_donald_trump_005_detailed_with_name,"Donald Trump is speaking into a microphone outdoors, wearing a dark navy suit, white shirt, and a striped tie, with an American flag visible in the background. He appears to be gesturing with his hand while addressing an audience or press.",donald trump,celebcaption_public_figure,detailed_with_name,5.jpg,donald_trump.jsonl
celebcaption_dr_dre_001_summary_with_name,Dr. Dre sits on a white sofa in a dim setting.,dr. dre,celebcaption_public_figure,summary_with_name,1.jpg,dr._dre.jsonl
celebcaption_dr_dre_002_summary_with_name,Dr. Dre poses with a gentle smile and thoughtful expression.,dr. dre,celebcaption_public_figure,summary_with_name,2.jpg,dr._dre.jsonl
celebcaption_dr_dre_003_summary_with_name,Close-up of Dr. Dre wearing diamond earrings and black top.,dr. dre,celebcaption_public_figure,summary_with_name,3.jpg,dr._dre.jsonl
celebcaption_dr_dre_004_detailed_with_name,"This is a close-up portrait of Dr. Dre, showcasing his facial features with high detail, including his skin texture, slight scars, and earrings. The lighting highlights his eyes and the natural contours of his face, giving a clear and intimate view of the well-known music producer and rapper.",dr. dre,celebcaption_public_figure,detailed_with_name,4.jpg,dr._dre.jsonl
celebcaption_dr_dre_005_detailed_with_name,"Dr. Dre is depicted in a contemplative pose with his hand cupped near his ear, set against a vibrant backdrop illuminated by striking blue and red lighting effects. The photo captures the intensity and focus in Dr. Dre's expression, highlighting his persona in a dramatic and artistic style.",dr. dre,celebcaption_public_figure,detailed_with_name,5.jpg,dr._dre.jsonl
celebcaption_dwayne_johnson_001_summary_with_name,Dwayne Johnson poses confidently with arms crossed.,dwayne johnson,celebcaption_public_figure,summary_with_name,1.jpg,dwayne_johnson.jsonl
celebcaption_dwayne_johnson_002_summary_with_name,Dwayne Johnson holds a trophy and microphone on stage.,dwayne johnson,celebcaption_public_figure,summary_with_name,2.jpg,dwayne_johnson.jsonl
celebcaption_dwayne_johnson_003_summary_with_name,Dwayne Johnson poses in a floral patterned blazer.,dwayne johnson,celebcaption_public_figure,summary_with_name,3.jpg,dwayne_johnson.jsonl
celebcaption_dwayne_johnson_004_detailed_with_name,"Dwayne Johnson is dressed in a black and white checkered suit jacket and matching vest over a light-colored collared shirt, posing against a blue and green gradient background with a thoughtful expression.",dwayne johnson,celebcaption_public_figure,detailed_with_name,4.jpg,dwayne_johnson.jsonl
celebcaption_dwayne_johnson_005_detailed_with_name,"Dwayne Johnson is wearing a grey checkered suit with a white dress shirt underneath, posing confidently with one hand in his pocket and the other adjusting his jacket. He is smiling broadly in front of a backdrop that appears to be related to an event or movie premiere.",dwayne johnson,celebcaption_public_figure,detailed_with_name,5.jpg,dwayne_johnson.jsonl
celebcaption_ed_sheeran_001_summary_with_name,Ed Sheeran wears a vibrant multicolored suit at MTV EMAs 2021.,ed sheeran,celebcaption_public_figure,summary_with_name,1.jpg,ed_sheeran.jsonl
celebcaption_ed_sheeran_002_summary_with_name,Ed Sheeran wears a blue velvet suit at BRIT Awards 2022.,ed sheeran,celebcaption_public_figure,summary_with_name,2.jpg,ed_sheeran.jsonl
celebcaption_ed_sheeran_003_summary_with_name,Ed Sheeran on red carpet in ornate blazer and black pants.,ed sheeran,celebcaption_public_figure,summary_with_name,3.jpg,ed_sheeran.jsonl
celebcaption_ed_sheeran_004_detailed_with_name,"Ed Sheeran is shown wearing a multi-patterned jacket with a beige, green, and dark-toned checkered design, standing against a backdrop with a large gold circular design and black perforated patterns. He has ginger hair, light facial hair, and is looking slightly to his left with a subtle smile.",ed sheeran,celebcaption_public_figure,detailed_with_name,4.jpg,ed_sheeran.jsonl
celebcaption_ed_sheeran_005_detailed_with_name,"Ed Sheeran stands confidently on a red carpet, wearing a unique green and brown camouflage-patterned jacket and matching pants, paired with black sneakers. The background features a textured black wall with golden gramophone trophies, indicating a music-related event.",ed sheeran,celebcaption_public_figure,detailed_with_name,5.jpg,ed_sheeran.jsonl
celebcaption_eddie_murphy_001_summary_with_name,Eddie Murphy stands beside a woman near a yellow sports car.,eddie murphy,celebcaption_public_figure,summary_with_name,1.jpg,eddie_murphy.jsonl
celebcaption_eddie_murphy_002_summary_with_name,Eddie Murphy attends the Golden Globe Awards in a black tuxedo.,eddie murphy,celebcaption_public_figure,summary_with_name,2.jpg,eddie_murphy.jsonl
celebcaption_eddie_murphy_003_summary_with_name,Eddie Murphy poses at a Golden Globe awards event.,eddie murphy,celebcaption_public_figure,summary_with_name,3.jpg,eddie_murphy.jsonl
celebcaption_eddie_murphy_004_detailed_with_name,"Eddie Murphy is wearing a black suit and glasses, holding a Golden Globe award at what appears to be a press event for the Globe Awards. He has a neatly trimmed mustache and goatee, and his expression is confident and composed.",eddie murphy,celebcaption_public_figure,detailed_with_name,4.jpg,eddie_murphy.jsonl
celebcaption_eddie_murphy_005_detailed_with_name,"Eddie Murphy is seen speaking animatedly, wearing a black zip-up hoodie with a black t-shirt underneath. He has a mustache, small diamond earrings, and gestures expressively with both hands while appearing engaged in conversation.",eddie murphy,celebcaption_public_figure,detailed_with_name,5.jpg,eddie_murphy.jsonl
celebcaption_elizabeth_olsen_001_summary_with_name,Elizabeth Olsen poses at a gaming event with a soft smile.,elizabeth olsen,celebcaption_public_figure,summary_with_name,1.jpg,elizabeth_olsen.jsonl
celebcaption_elizabeth_olsen_002_summary_with_name,Elizabeth Olsen poses in a white gown at Deauville Film Festival.,elizabeth olsen,celebcaption_public_figure,summary_with_name,2.jpg,elizabeth_olsen.jsonl
celebcaption_elizabeth_olsen_003_summary_with_name,Elizabeth Olsen lies injured on snow in tactical gear.,elizabeth olsen,celebcaption_public_figure,summary_with_name,3.jpg,elizabeth_olsen.jsonl
celebcaption_elizabeth_olsen_004_detailed_with_name,Elizabeth Olsen is photographed outdoors against a green hedge backdrop with the text 'SINCE 185' visible. She is wearing a black outfit and is captured mid-wink with her face turned slightly to the side in natural light.,elizabeth olsen,celebcaption_public_figure,detailed_with_name,4.jpg,elizabeth_olsen.jsonl
celebcaption_elizabeth_olsen_005_detailed_with_name,"Elizabeth Olsen is standing on a blue carpet with a scenic beach sunset background. She is wearing a long black coat over black clothing and black leather boots, with her hands crossed loosely in front of her.",elizabeth olsen,celebcaption_public_figure,detailed_with_name,5.jpg,elizabeth_olsen.jsonl
celebcaption_elon_musk_001_summary_with_name,Elon Musk stands casually on a suburban street with a woman.,elon musk,celebcaption_public_figure,summary_with_name,1.jpg,elon_musk.jsonl
celebcaption_elon_musk_002_summary_with_name,Elon Musk smiling outdoors wearing a brown jacket.,elon musk,celebcaption_public_figure,summary_with_name,2.jpg,elon_musk.jsonl
celebcaption_elon_musk_003_summary_with_name,"Elon Musk sitting in car, smiling and talking with woman.",elon musk,celebcaption_public_figure,summary_with_name,3.jpg,elon_musk.jsonl
celebcaption_elon_musk_004_detailed_with_name,"Elon Musk is shown in a close-up image with a slight smile, appearing to be engaged in a conversation in a softly lit environment. His expression is relaxed, and he is dressed casually, suggesting an informal setting.",elon musk,celebcaption_public_figure,detailed_with_name,4.jpg,elon_musk.jsonl
celebcaption_elon_musk_005_detailed_with_name,"The image shows Elon Musk in 1999 wearing a light brown blazer over a dark shirt, standing outside in front of a house and greenery during a CNN interview. Elon Musk is identified as the CEO of X.com in this archival footage.",elon musk,celebcaption_public_figure,detailed_with_name,5.jpg,elon_musk.jsonl
celebcaption_elvis_presley_001_summary_with_name,Portrait of Elvis Presley in 1950s classic style.,elvis presley,celebcaption_public_figure,summary_with_name,1.jpg,elvis_presley.jsonl
celebcaption_elvis_presley_002_summary_with_name,Close-up portrait of Elvis Presley with iconic hairstyle.,elvis presley,celebcaption_public_figure,summary_with_name,2.jpg,elvis_presley.jsonl
celebcaption_elvis_presley_003_summary_with_name,Formal portrait of Elvis Presley in early career attire.,elvis presley,celebcaption_public_figure,summary_with_name,3.jpg,elvis_presley.jsonl
celebcaption_elvis_presley_004_detailed_with_name,"This close-up portrait of Elvis Presley shows him with neatly styled black hair, light eyes, and a serious expression. He is wearing a white shirt and a bright red tie, highlighting his classic and polished appearance during his prime years.",elvis presley,celebcaption_public_figure,detailed_with_name,4.jpg,elvis_presley.jsonl
celebcaption_elvis_presley_005_detailed_with_name,"This black and white portrait features Elvis Presley with neatly styled hair, wearing a collared striped shirt under a jacket. The background is filled with numerous roses, adding depth and contrast to the classic image of the iconic singer.",elvis presley,celebcaption_public_figure,detailed_with_name,5.jpg,elvis_presley.jsonl
celebcaption_emma_stone_001_summary_with_name,Emma Stone smiling with wavy auburn hair and blue blouse.,emma stone,celebcaption_public_figure,summary_with_name,1.jpg,emma_stone.jsonl
celebcaption_emma_stone_002_summary_with_name,Emma Stone poses on the red carpet in a blue dress.,emma stone,celebcaption_public_figure,summary_with_name,2.jpg,emma_stone.jsonl
celebcaption_emma_stone_003_summary_with_name,Emma Stone in a white strapless mini dress at event.,emma stone,celebcaption_public_figure,summary_with_name,3.jpg,emma_stone.jsonl
celebcaption_emma_stone_004_detailed_with_name,"Emma Stone is standing on a red carpet in front of a yellow backdrop with red and black text. She is wearing a sleeveless blue dress with ruffled shoulders and black pointed high heels, smiling directly at the camera.",emma stone,celebcaption_public_figure,detailed_with_name,4.jpg,emma_stone.jsonl
celebcaption_emma_stone_005_detailed_with_name,"Emma Stone is seen smiling warmly with shoulder-length wavy auburn hair, wearing a light-colored sleeveless top and a delicate necklace, set against a softly blurred outdoor background.",emma stone,celebcaption_public_figure,detailed_with_name,5.jpg,emma_stone.jsonl
celebcaption_emma_watson_001_summary_with_name,Emma Watson speaks at a G7 France event.,emma watson,celebcaption_public_figure,summary_with_name,1.jpg,emma_watson.jsonl
celebcaption_emma_watson_002_summary_with_name,Emma Watson in a black blazer holding a folder and smiling.,emma watson,celebcaption_public_figure,summary_with_name,2.jpg,emma_watson.jsonl
celebcaption_emma_watson_003_summary_with_name,Emma Watson wearing floral blazer surrounded by women.,emma watson,celebcaption_public_figure,summary_with_name,3.jpg,emma_watson.jsonl
celebcaption_emma_watson_004_detailed_with_name,"Emma Watson is seen speaking or presenting at a podium with microphones, wearing a light blue blazer over a white shirt, with a focused and engaged expression. Behind her is a blurred background featuring circular red and blue graphics.",emma watson,celebcaption_public_figure,detailed_with_name,4.jpg,emma_watson.jsonl
celebcaption_emma_watson_005_detailed_with_name,"Emma Watson is seen speaking at a podium with a microphone, wearing a light blue blazer and a white shirt. She appears engaged and expressive while addressing an audience, with a white presentation board featuring circular designs in the background.",emma watson,celebcaption_public_figure,detailed_with_name,5.jpg,emma_watson.jsonl
celebcaption_enrique_iglesias_001_summary_with_name,Enrique Iglesias poses in a grey zip-up jacket against blue.,enrique iglesias,celebcaption_public_figure,summary_with_name,1.jpg,enrique_iglesias.jsonl
celebcaption_enrique_iglesias_002_summary_with_name,Enrique Iglesias in a black shirt with a serious expression.,enrique iglesias,celebcaption_public_figure,summary_with_name,2.jpg,enrique_iglesias.jsonl
celebcaption_enrique_iglesias_003_summary_with_name,Enrique Iglesias passionately singing on stage with a microphone.,enrique iglesias,celebcaption_public_figure,summary_with_name,3.jpg,enrique_iglesias.jsonl
celebcaption_enrique_iglesias_004_detailed_with_name,"Enrique Iglesias is seen performing on stage wearing a black cap and black t-shirt, standing behind a microphone with colorful stage lights in the background. He is smiling and appears engaged with the audience during his performance.",enrique iglesias,celebcaption_public_figure,detailed_with_name,4.jpg,enrique_iglesias.jsonl
celebcaption_enrique_iglesias_005_detailed_with_name,"Enrique Iglesias is passionately singing into a microphone, wearing a red shirt and a necklace, with his eyes closed and an expressive facial expression. The lighting highlights his face and arm against a dark background, emphasizing his emotional performance.",enrique iglesias,celebcaption_public_figure,detailed_with_name,5.jpg,enrique_iglesias.jsonl
celebcaption_floyd_mayweather_001_summary_with_name,Floyd Mayweather in a classic boxing defensive pose.,floyd mayweather,celebcaption_public_figure,summary_with_name,1.jpg,floyd_mayweather.jsonl
celebcaption_floyd_mayweather_002_summary_with_name,Floyd Mayweather posing shirtless with boxing gloves.,floyd mayweather,celebcaption_public_figure,summary_with_name,2.jpg,floyd_mayweather.jsonl
celebcaption_floyd_mayweather_003_summary_with_name,Digital painting of boxer Floyd Mayweather shouting passionately.,floyd mayweather,celebcaption_public_figure,summary_with_name,3.jpg,floyd_mayweather.jsonl
celebcaption_floyd_mayweather_004_detailed_with_name,"Floyd Mayweather is pictured shirtless in a boxing ring, wearing red gloves and gold trunks with the logo 'Hublot' visible on his waistband. He is positioned in a fighting stance with a confident expression, with lighting and confetti creating a celebratory atmosphere.",floyd mayweather,celebcaption_public_figure,detailed_with_name,4.jpg,floyd_mayweather.jsonl
celebcaption_floyd_mayweather_005_detailed_with_name,"Floyd Mayweather is seen delivering a powerful right-hand punch to his opponent during a professional boxing match, with sweat and impact visible around the strike. Mayweather's focus and precision are evident as he connects cleanly, showcasing his defensive and offensive skills within the ring.",floyd mayweather,celebcaption_public_figure,detailed_with_name,5.jpg,floyd_mayweather.jsonl
celebcaption_freddie_mercury_001_summary_with_name,Freddie Mercury sings and plays piano during a live performance.,freddie mercury,celebcaption_public_figure,summary_with_name,1.jpg,freddie_mercury.jsonl
celebcaption_freddie_mercury_002_summary_with_name,Freddie Mercury performs on stage in a royal costume.,freddie mercury,celebcaption_public_figure,summary_with_name,2.jpg,freddie_mercury.jsonl
celebcaption_freddie_mercury_003_summary_with_name,Freddie Mercury passionately performs on stage with microphone.,freddie mercury,celebcaption_public_figure,summary_with_name,3.jpg,freddie_mercury.jsonl
celebcaption_freddie_mercury_004_detailed_with_name,"Freddie Mercury is captured mid-performance, holding a microphone in one hand with his other arm raised high. He is wearing a white tank top and a studded armband, with a musician in the background playing an instrument.",freddie mercury,celebcaption_public_figure,detailed_with_name,4.jpg,freddie_mercury.jsonl
celebcaption_freddie_mercury_005_detailed_with_name,"Freddie Mercury is performing on stage wearing a gold crown and a red and white royal cape, raising his right arm with a clenched fist in a powerful and iconic pose under bright stage lights. He is shirtless and wears white pants, embodying his famous flamboyant stage presence during concerts.",freddie mercury,celebcaption_public_figure,detailed_with_name,5.jpg,freddie_mercury.jsonl
celebcaption_gal_gadot_001_summary_with_name,Gal Gadot smiles warmly in a damaged black shirt close-up.,gal gadot,celebcaption_public_figure,summary_with_name,1.jpg,gal_gadot.jsonl
celebcaption_gal_gadot_002_summary_with_name,Gal Gadot smiling warmly during a movie interview.,gal gadot,celebcaption_public_figure,summary_with_name,2.jpg,gal_gadot.jsonl
celebcaption_gal_gadot_003_summary_with_name,Gal Gadot talks in front of a Wonder Woman movie backdrop.,gal gadot,celebcaption_public_figure,summary_with_name,3.jpg,gal_gadot.jsonl
celebcaption_gal_gadot_004_detailed_with_name,"Gal Gadot is seated in a director's chair, speaking expressively with her hands while wearing a sleeveless black outfit against a softly blurred background featuring large windows. There are subtitles in Thai at the bottom of the image, indicating she is part of an interview or documentary.",gal gadot,celebcaption_public_figure,detailed_with_name,4.jpg,gal_gadot.jsonl
celebcaption_gal_gadot_005_detailed_with_name,"Gal Gadot is seated in a chair wearing a sleeveless black top with a deep V neckline. She is looking slightly to the side with her hands clasped in front of her, against a softly blurred background with steps.",gal gadot,celebcaption_public_figure,detailed_with_name,5.jpg,gal_gadot.jsonl
celebcaption_gareth_bale_001_summary_with_name,Gareth Bale celebrates a goal in a Tottenham Hotspur match.,gareth bale,celebcaption_public_figure,summary_with_name,1.jpg,gareth_bale.jsonl
celebcaption_gareth_bale_002_summary_with_name,Gareth Bale in action playing for Tottenham Hotspur.,gareth bale,celebcaption_public_figure,summary_with_name,2.jpg,gareth_bale.jsonl
celebcaption_gareth_bale_003_summary_with_name,Gareth Bale playing football for Tottenham Hotspur.,gareth bale,celebcaption_public_figure,summary_with_name,3.jpg,gareth_bale.jsonl
celebcaption_gareth_bale_004_detailed_with_name,"Gareth Bale is captured in action wearing a Tottenham Hotspur football jersey, featuring the club's crest and Puma logo. He appears focused and engaged in a competitive match setting.",gareth bale,celebcaption_public_figure,detailed_with_name,4.jpg,gareth_bale.jsonl
celebcaption_gareth_bale_005_detailed_with_name,"Gareth Bale is seen celebrating during a soccer match wearing a white Tottenham Hotspur jersey with the sponsor Aurasma on the front. He is running forward with his tongue out and fists clenched, showing an intense expression during the game.",gareth bale,celebcaption_public_figure,detailed_with_name,5.jpg,gareth_bale.jsonl
celebcaption_george_clooney_001_summary_with_name,George Clooney in a close-up portrait with a reflective background.,george clooney,celebcaption_public_figure,summary_with_name,1.jpg,george_clooney.jsonl
celebcaption_george_clooney_002_summary_with_name,George Clooney sits at an outdoor table with another man.,george clooney,celebcaption_public_figure,summary_with_name,2.jpg,george_clooney.jsonl
celebcaption_george_clooney_003_summary_with_name,George Clooney smiles warmly outdoors in tan overcoat.,george clooney,celebcaption_public_figure,summary_with_name,3.jpg,george_clooney.jsonl
celebcaption_george_clooney_004_detailed_with_name,"George Clooney is pictured wearing a classic black tuxedo with a black bow tie at a formal event. He is slightly smiling and his right hand is positioned near his abdomen, standing amid a crowd in the background.",george clooney,celebcaption_public_figure,detailed_with_name,4.jpg,george_clooney.jsonl
celebcaption_george_clooney_005_detailed_with_name,"George Clooney is pictured in a close-up portrait, looking off to the side. He is wearing a blue collared shirt under a black leather jacket, and his short hair is graying, complementing his mature and thoughtful expression.",george clooney,celebcaption_public_figure,detailed_with_name,5.jpg,george_clooney.jsonl
celebcaption_hillary_clinton_001_summary_with_name,Hillary Clinton smiling and waving at a public event.,hillary clinton,celebcaption_public_figure,summary_with_name,1.jpg,hillary_clinton.jsonl
celebcaption_hillary_clinton_002_summary_with_name,Hillary Clinton speaking at a microphone with a serious expression.,hillary clinton,celebcaption_public_figure,summary_with_name,2.jpg,hillary_clinton.jsonl
celebcaption_hillary_clinton_003_summary_with_name,Hillary Clinton smiling in formal attire with gold accessories.,hillary clinton,celebcaption_public_figure,summary_with_name,3.jpg,hillary_clinton.jsonl
celebcaption_hillary_clinton_004_detailed_with_name,"Hillary Clinton is shown delivering a speech or statement, standing behind a podium with microphones. She is wearing a black outfit complemented by pearl earrings and a brooch, with a composed and attentive expression.",hillary clinton,celebcaption_public_figure,detailed_with_name,4.jpg,hillary_clinton.jsonl
celebcaption_hillary_clinton_005_detailed_with_name,"Hillary Clinton is seen wearing a black outfit adorned with a pearl necklace and a decorative brooch, smiling with a slightly amused expression against a neutral background.",hillary clinton,celebcaption_public_figure,detailed_with_name,5.jpg,hillary_clinton.jsonl
celebcaption_hugh_jackman_001_summary_with_name,"Hugh Jackman smiling with a beard, holding a glass indoors.",hugh jackman,celebcaption_public_figure,summary_with_name,1.jpg,hugh_jackman.jsonl
celebcaption_hugh_jackman_002_summary_with_name,Hugh Jackman laughing with a man at a formal event.,hugh jackman,celebcaption_public_figure,summary_with_name,2.jpg,hugh_jackman.jsonl
celebcaption_hugh_jackman_003_summary_with_name,Hugh Jackman speaking at a panel event with a microphone.,hugh jackman,celebcaption_public_figure,summary_with_name,3.jpg,hugh_jackman.jsonl
celebcaption_hugh_jackman_004_detailed_with_name,"Hugh Jackman is seen wearing a black tuxedo with a white shirt and black bow tie, sporting a well-groomed beard and neatly styled hair. He smiles gently at the camera against a formal event backdrop.",hugh jackman,celebcaption_public_figure,detailed_with_name,4.jpg,hugh_jackman.jsonl
celebcaption_hugh_jackman_005_detailed_with_name,"Hugh Jackman is shown in a close-up image wearing a black turtleneck and a dark blazer, with his hair neatly styled and a slight smile on his face. The background is dark, which highlights his facial features and attire prominently.",hugh jackman,celebcaption_public_figure,detailed_with_name,5.jpg,hugh_jackman.jsonl
celebcaption_idina_menzel_001_summary_with_name,Idina Menzel in white blouse with bright pink skirt.,idina menzel,celebcaption_public_figure,summary_with_name,1.jpg,idina_menzel.jsonl
celebcaption_idina_menzel_002_summary_with_name,Idina Menzel smiling warmly in a patterned blazer close-up.,idina menzel,celebcaption_public_figure,summary_with_name,2.jpg,idina_menzel.jsonl
celebcaption_idina_menzel_003_summary_with_name,Close-up portrait of Idina Menzel with highlighted wavy hair.,idina menzel,celebcaption_public_figure,summary_with_name,3.jpg,idina_menzel.jsonl
celebcaption_idina_menzel_004_detailed_with_name,"Idina Menzel is seen smiling brightly while standing on stage and speaking into a microphone. She is wearing a shiny black blazer with matching earrings and a necklace, with a sparkling purple backdrop behind her.",idina menzel,celebcaption_public_figure,detailed_with_name,4.jpg,idina_menzel.jsonl
celebcaption_idina_menzel_005_detailed_with_name,Idina Menzel is sitting on a couch during what appears to be a talk show or interview setting. She is wearing a stylish black sequined outfit with matching high-heeled shoes and is smiling while engaging with others off-camera.,idina menzel,celebcaption_public_figure,detailed_with_name,5.jpg,idina_menzel.jsonl
celebcaption_j_k_rowling_001_summary_with_name,J.K. Rowling with red hair smiles in a close-up portrait.,j.k. rowling,celebcaption_public_figure,summary_with_name,1.jpg,j.k._rowling.jsonl
celebcaption_j_k_rowling_002_summary_with_name,J.K. Rowling sitting on a leather sofa with a subtle smile.,j.k. rowling,celebcaption_public_figure,summary_with_name,2.jpg,j.k._rowling.jsonl
celebcaption_j_k_rowling_003_summary_with_name,J.K. Rowling poses elegantly in a dark sheer dress and diamond earrings.,j.k. rowling,celebcaption_public_figure,summary_with_name,3.jpg,j.k._rowling.jsonl
celebcaption_j_k_rowling_004_detailed_with_name,"J.K. Rowling is seen posing confidently on the red carpet at the premiere of 'Fantastic Beasts: The Secrets of Dumbledore,' wearing a navy blue dress with a sheer black shawl and elegant jewelry including a distinctive ring and earrings. The backdrop prominently displays the movie title in gold lettering, highlighting the event's significance to the Harry Potter universe.",j.k. rowling,celebcaption_public_figure,detailed_with_name,4.jpg,j.k._rowling.jsonl
celebcaption_j_k_rowling_005_detailed_with_name,"J.K. Rowling is portrayed in this close-up image with red hair and striking blue eyes, wearing makeup that includes long eyelashes and glossy lipstick. Her expression is calm and confident, highlighting her distinctive facial features clearly against a neutral background.",j.k. rowling,celebcaption_public_figure,detailed_with_name,5.jpg,j.k._rowling.jsonl
celebcaption_james_cameron_001_summary_with_name,"James Cameron poses with a 3D camera, highlighting filmmaking.",james cameron,celebcaption_public_figure,summary_with_name,1.jpg,james_cameron.jsonl
celebcaption_james_cameron_002_summary_with_name,James Cameron discusses Titanic in a formal interview setting.,james cameron,celebcaption_public_figure,summary_with_name,2.jpg,james_cameron.jsonl
celebcaption_james_cameron_003_summary_with_name,James Cameron featured in Aliens Expanded documentary promotional image.,james cameron,celebcaption_public_figure,summary_with_name,3.jpg,james_cameron.jsonl
celebcaption_james_cameron_004_detailed_with_name,"James Cameron is shown seated in front of a backdrop featuring a scene from the movie Avatar, wearing a black zip-up sweater and looking directly at the camera. The image prominently displays the title 'James Cameron's Avatar' in the lower right corner, indicating his role as the filmmaker behind the project.",james cameron,celebcaption_public_figure,detailed_with_name,4.jpg,james_cameron.jsonl
celebcaption_james_cameron_005_detailed_with_name,"James Cameron is shown in an interview setting with a serious expression, wearing a dark shirt, and a microphone clipped to his collar. Behind him, there is a blurred poster for the documentary 'Years of Living Dangerously,' suggesting the context may be related to environmental or climate issues.",james cameron,celebcaption_public_figure,detailed_with_name,5.jpg,james_cameron.jsonl
celebcaption_jared_leto_001_summary_with_name,Black-and-white close-up portrait of Jared Leto with intense gaze.,jared leto,celebcaption_public_figure,summary_with_name,1.jpg,jared_leto.jsonl
celebcaption_jared_leto_002_summary_with_name,Jared Leto wearing a denim jacket with Gucci patch.,jared leto,celebcaption_public_figure,summary_with_name,2.jpg,jared_leto.jsonl
celebcaption_jared_leto_003_summary_with_name,Black and white portrait of Jared Leto with beard and beanie.,jared leto,celebcaption_public_figure,summary_with_name,3.jpg,jared_leto.jsonl
celebcaption_jared_leto_004_detailed_with_name,"Jared Leto is sitting on a metal chair outdoors, wearing a black t-shirt and a black leather wrist cuff. He has long, slightly wavy hair with blonde tips, a full beard, and is looking directly at the camera with an intense expression while crossing his arms.",jared leto,celebcaption_public_figure,detailed_with_name,4.jpg,jared_leto.jsonl
celebcaption_jared_leto_005_detailed_with_name,"Jared Leto is depicted in a close-up portrait with intense blue eyes and tousled dark hair. He is wearing a denim jacket and has a subtle beard and mustache, set against a plain gray background.",jared leto,celebcaption_public_figure,detailed_with_name,5.jpg,jared_leto.jsonl
celebcaption_jason_statham_001_summary_with_name,Jason Statham wearing black sunglasses and a dark suit.,jason statham,celebcaption_public_figure,summary_with_name,1.jpg,jason_statham.jsonl
celebcaption_jason_statham_002_summary_with_name,Jason Statham in a serious pose wearing a quilted jacket.,jason statham,celebcaption_public_figure,summary_with_name,2.jpg,jason_statham.jsonl
celebcaption_jason_statham_003_summary_with_name,Jason Statham in an intense close-up portrait.,jason statham,celebcaption_public_figure,summary_with_name,3.jpg,jason_statham.jsonl
celebcaption_jason_statham_004_detailed_with_name,"Jason Statham is shown in a close-up image wearing a grey suit jacket, dark olive green shirt, and a matching knitted tie, with a serious expression on his face. His head is shaved, and he has a short beard, set against a blurred background likely at a public event or premiere.",jason statham,celebcaption_public_figure,detailed_with_name,4.jpg,jason_statham.jsonl
celebcaption_jason_statham_005_detailed_with_name,"Jason Statham is seen walking on the sidewalk at night wearing a black leather jacket, black pants, and gray suede boots. He has a focused expression and appears to be adjusting his jacket as he moves forward on a city street.",jason statham,celebcaption_public_figure,detailed_with_name,5.jpg,jason_statham.jsonl
celebcaption_javier_bardem_001_summary_with_name,Javier Bardem with intense blue eyes and a gas mask close-up.,javier bardem,celebcaption_public_figure,summary_with_name,1.jpg,javier_bardem.jsonl
celebcaption_javier_bardem_002_summary_with_name,Javier Bardem in a close-up with a serious expression indoors.,javier bardem,celebcaption_public_figure,summary_with_name,2.jpg,javier_bardem.jsonl
celebcaption_javier_bardem_003_summary_with_name,Javier Bardem in a black tuxedo smiling at the camera.,javier bardem,celebcaption_public_figure,summary_with_name,3.jpg,javier_bardem.jsonl
celebcaption_javier_bardem_004_detailed_with_name,"Javier Bardem is shown in a close-up portrait wearing a dark jacket over a light blue shirt, with a slight smile and a well-groomed beard, against a blurred dark blue background with white text. His expression is calm and confident, capturing a relaxed yet poised moment.",javier bardem,celebcaption_public_figure,detailed_with_name,4.jpg,javier_bardem.jsonl
celebcaption_javier_bardem_005_detailed_with_name,"Javier Bardem is pictured wearing a navy blue suit jacket over a white dress shirt, standing in front of a backdrop featuring logos and text likely from a film festival or event. He sports a full beard and mustache, his hair is slightly tousled, and he has a mild smile on his face, giving a warm and approachable appearance.",javier bardem,celebcaption_public_figure,detailed_with_name,5.jpg,javier_bardem.jsonl
celebcaption_jeff_bezos_001_summary_with_name,Jeff Bezos in a professional portrait with a light blue shirt.,jeff bezos,celebcaption_public_figure,summary_with_name,1.jpg,jeff_bezos.jsonl
celebcaption_jeff_bezos_002_summary_with_name,Jeff Bezos waving on stage in a blue patterned vest.,jeff bezos,celebcaption_public_figure,summary_with_name,2.jpg,jeff_bezos.jsonl
celebcaption_jeff_bezos_003_summary_with_name,Jeff Bezos in a close-up portrait wearing formal attire.,jeff bezos,celebcaption_public_figure,summary_with_name,3.jpg,jeff_bezos.jsonl
